Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
1613,MG,Hector,SUV,2021,52.14,1900,Petrol,Manual,231,349,18.86,163,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,5,7,Yes,Yes,Yes,No,2,Yes,Yes,10,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,235/60 R18,215,311,46,2688,4878,1898,1722,2074,AWD
1614,Kia,Seltos,SUV,2020,51.01,2300,Petrol Hybrid,AMT,165,279,16.18,177,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,5,No,Yes,No,No,2,Yes,Yes,12,Yes,Yes,Yes,No,Yes,Sony,No,Yes,Yes,No,Yes,255/65 R18,234,451,40,2550,4904,1803,1614,1569,FWD
1615,MG,Hector,SUV,2019,44.98,1000,Diesel,Manual,238,283,19.24,156,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,5,Yes,Yes,Yes,No,2,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,215/60 R16,215,446,68,2631,4540,1841,1850,1619,AWD
1616,Hyundai,Creta,SUV,2022,68.94,1800,Petrol,AMT,218,364,21.96,185,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,5,Yes,Yes,No,No,1,Yes,Yes,10,Yes,Yes,Yes,No,Yes,Meridian,Yes,Yes,Yes,Yes,No,235/60 R18,173,309,80,2630,4184,1751,1796,1384,FWD
1617,Renault,Kiger,SUV,2023,26.89,1000,Petrol Hybrid,Manual,155,233,17.9,186,7,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,5,No,No,No,No,2,Yes,Yes,9,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,215/60 R16,197,563,43,2838,4996,1943,1625,1319,4WD
1618,Kia,Seltos,SUV,2023,66.86,1300,Electric,Manual,266,353,11.57,183,7,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,3,7,Yes,Yes,Yes,No,2,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,Harman Kardon,No,Yes,Yes,Yes,No,215/60 R17,172,692,55,2671,4570,1950,1618,2017,4WD
1619,Kia,Sportage,SUV,2023,40.53,2800,Diesel,Manual,190,212,10.47,160,8,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,2,No,No,12,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,215/60 R16,173,634,61,2838,4810,1925,1657,1252,4WD
1620,Tata,Safari,SUV,2020,33.55,2300,Petrol Hybrid,Automatic,187,221,16.4,178,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,4,7,No,Yes,No,No,1,No,No,10,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,215/60 R17,202,433,75,2557,3913,1848,1637,1187,AWD
1621,MG,Hector,SUV,2021,51.76,2600,Diesel,Manual,228,345,17.64,186,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,7,Yes,Yes,Yes,No,2,No,Yes,9,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,No,Yes,215/60 R16,175,357,40,2678,4708,1903,1829,2031,AWD
1622,Renault,Kiger,SUV,2022,31.06,1200,Diesel,Manual,265,433,18.32,184,7,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,10.25,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,215/60 R16,214,323,78,2791,4154,1764,1757,1914,AWD
1623,Jeep,Compass,SUV,2020,49.11,1400,Diesel,Automatic,179,275,14.86,171,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,5,5,Yes,No,Yes,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,No,Yes,215/60 R17,180,433,44,2540,3932,1754,1617,1199,AWD
1624,Hyundai,Tucson,SUV,2022,23.03,2300,Diesel,Manual,222,280,21.18,196,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,5,5,Yes,Yes,No,No,1,Yes,No,12,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,235/60 R18,207,460,52,2574,4958,1822,1813,1614,FWD
1625,Maruti Suzuki,Brezza,SUV,2019,61.84,1900,Petrol,Manual,237,292,10.48,183,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,5,Yes,Yes,Yes,No,1,Yes,No,9,Yes,Yes,Yes,No,Yes,Sony,Yes,Yes,Yes,Yes,Yes,235/60 R18,177,285,58,2693,4624,2000,1815,1238,FWD
1626,Mahindra,XUV300,SUV,2024,42.52,2700,Diesel,Manual,247,288,21.93,162,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,7,No,Yes,No,No,1,Yes,Yes,14,Yes,Yes,No,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,255/65 R18,203,414,68,2594,4696,1734,1764,2164,4WD
1627,Mahindra,Thar,SUV,2020,18.84,1200,Diesel,Manual,227,300,14.98,189,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,3,5,Yes,No,No,No,2,No,No,10.25,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,255/65 R18,216,476,74,2716,3966,1985,1745,1985,AWD
1628,Renault,Duster,SUV,2020,15.5,2200,Petrol Hybrid,Manual,205,324,17.57,188,7,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,5,7,No,Yes,No,No,2,Yes,Yes,10,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,255/65 R18,172,636,74,2564,4609,1788,1772,1504,4WD
1629,Tata,Safari,SUV,2020,71.85,2700,Petrol,Manual,186,312,15.24,199,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5,Yes,No,Yes,No,2,No,Yes,12,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,215/60 R16,221,636,61,2801,4423,1744,1621,2126,FWD
1630,Maruti Suzuki,Brezza,SUV,2019,13.56,1500,Petrol,AMT,223,381,12.03,162,7,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,3,5,No,No,No,No,2,No,No,10.25,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,215/60 R16,224,472,54,2752,3935,1949,1721,1419,4WD
1631,Ford,EcoSport,SUV,2022,21.25,2600,Electric,Automatic,177,216,16.33,156,6,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,3,5,Yes,Yes,No,No,1,No,Yes,14,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,255/65 R18,226,459,45,2802,4589,1800,1703,1849,4WD
1632,Toyota,Fortuner,SUV,2022,17.69,1000,Electric,AMT,103,140,18.54,169,6,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,3,7,No,No,No,No,2,No,No,14,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,205/60 R16,171,340,51,2720,4044,1978,1737,1604,4WD
1633,Ford,EcoSport,SUV,2021,30.01,1100,Petrol,CVT,237,269,10.69,184,8,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,5,Yes,No,No,No,2,No,No,9,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,215/60 R16,223,479,75,2754,4895,1748,1807,1576,4WD
1634,MG,Hector,SUV,2024,74.78,1300,Diesel,DCT,256,411,16.12,198,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,7,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,No,Yes,Yes,Sony,Yes,Yes,Yes,Yes,No,215/60 R17,192,598,74,2453,4666,1844,1599,1548,AWD
1635,Maruti Suzuki,Brezza,SUV,2019,62.4,1800,Diesel,DCT,125,219,19.91,176,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,7,No,Yes,Yes,No,2,Yes,No,10.25,Yes,Yes,Yes,No,No,Sony,Yes,Yes,Yes,No,Yes,235/60 R18,190,400,77,2703,4432,1814,1708,2098,AWD
1636,Mahindra,XUV300,SUV,2024,29.46,2800,Petrol,CVT,179,285,17.37,186,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,5,5,Yes,No,No,No,2,No,No,12,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,215/60 R16,215,348,73,2732,4181,1977,1585,1479,FWD
1637,Maruti Suzuki,Brezza,SUV,2021,20.5,1100,Diesel,Manual,244,293,10.14,163,8,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,5,7,No,Yes,No,No,2,No,No,9,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,255/65 R18,181,502,51,2650,4765,1926,1840,2125,AWD
1638,Renault,Kiger,SUV,2020,18.31,1700,Petrol Hybrid,CVT,302,526,16.36,206,7,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,4,5,No,No,No,Yes,2,No,No,9,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,Yes,No,255/65 R18,197,317,54,2527,4093,1989,1636,1922,AWD
1639,Maruti Suzuki,Grand Vitara,SUV,2019,27.87,2800,Petrol,Manual,220,370,10.13,158,7,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,3,5,No,No,Yes,No,2,No,No,10.25,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,215/60 R16,203,686,50,2724,5014,1758,1636,2015,AWD
1640,Maruti Suzuki,Grand Vitara,SUV,2021,62.24,2900,Diesel,Automatic,190,278,12.96,164,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,255/65 R18,187,664,78,2771,4272,1878,1813,1982,4WD
1641,BMW,5 Series,Luxury,2022,68.6,3000,Diesel,AMT,306,516,8.73,211,10,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,12,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,265/50 R19,163,587,95,2813,4807,1992,1487,2131,4WD
1642,Volvo,XC40,Luxury,2019,246.37,2400,Petrol Hybrid,AMT,376,509,14.85,273,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,5,4,No,Yes,Yes,No,2,No,Yes,10.1,Yes,Yes,No,Yes,Yes,Sony,Yes,Yes,Yes,No,Yes,265/50 R19,156,558,58,2936,4815,1950,1628,1695,4WD
1643,Land Rover,Discovery Sport,Luxury,2019,108.37,2900,Petrol,AMT,285,369,16.15,228,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,4,Yes,No,No,Yes,2,No,No,12,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,225/45 R18,135,807,91,2766,4425,1888,1589,2163,RWD
1644,Mercedes-Benz,GLC,Luxury,2022,219.99,1600,Petrol Hybrid,AMT,279,335,13.44,220,10,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4,5,Yes,Yes,Yes,No,4,Yes,Yes,14.8,Yes,Yes,Yes,No,No,Mark Levinson,Yes,Yes,Yes,Yes,No,255/45 R20,229,535,50,2842,4621,1841,1645,1593,RWD
1645,Volvo,XC60,Luxury,2022,85.76,3900,Petrol,AMT,293,461,16.19,221,12,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,5,4,No,No,No,Yes,4,No,No,12.3,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,245/45 R18,219,726,62,3059,4676,1809,1627,2160,4WD
1646,Porsche,Macan,Luxury,2020,77.81,3500,Petrol,Automatic,272,402,14.74,230,9,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,5,4,No,Yes,No,No,4,No,No,14.8,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,245/45 R18,187,660,87,2716,5088,1939,1589,1999,4WD
1647,Jaguar,F-Pace,Luxury,2019,83.99,3600,Petrol Hybrid,Automatic,320,404,14.9,212,12,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,No,2,No,Yes,12,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,235/45 R18,108,699,61,2996,5204,1929,1540,2429,RWD
1648,Volvo,XC60,Luxury,2022,48.19,1900,Petrol,AMT,388,609,15.2,233,10,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,5,4,No,No,No,No,4,No,Yes,14.8,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,235/45 R18,206,706,93,2753,4520,1936,1549,2216,4WD
1649,BMW,5 Series,Luxury,2020,41.32,3500,Petrol,Automatic,329,541,9.66,269,9,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,Yes,2,No,No,12,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,235/45 R18,146,636,72,2847,5161,1801,1564,1731,AWD
1650,BMW,3 Series,Luxury,2022,108.71,3100,Petrol,Automatic,303,466,16.3,266,10,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,Yes,4,Yes,No,10.1,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,245/45 R18,101,393,56,3024,4931,1984,1533,1975,4WD
1651,Porsche,Macan,Luxury,2022,231.24,3300,Diesel,CVT,301,371,13.72,203,10,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,5,Yes,Yes,Yes,Yes,2,Yes,Yes,12.3,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,245/45 R18,181,571,74,2730,5005,1902,1398,2396,RWD
1652,Maserati,Ghibli,Luxury,2022,106.23,2900,Diesel,AMT,244,325,16.7,218,9,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4,4,No,No,No,No,4,No,No,10.1,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,265/50 R19,124,623,70,2874,5010,1993,1602,1872,AWD
1653,Mercedes-Benz,C-Class,Luxury,2022,70.39,3000,Petrol Hybrid,Automatic,354,569,15.89,232,12,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,4,5,No,No,No,Yes,4,No,No,12.3,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,No,No,235/45 R18,209,584,59,2775,4931,1807,1718,1671,4WD
1654,Volvo,XC60,Luxury,2023,209.29,1500,Petrol Hybrid,DCT,311,388,10.97,219,12,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,5,Yes,No,No,Yes,2,Yes,Yes,12.3,Yes,Yes,Yes,Yes,Yes,Burmester,No,Yes,Yes,Yes,No,245/45 R18,156,394,85,3173,5040,1849,1488,2345,AWD
1655,Bentley,Flying Spur,Luxury,2019,230.03,2400,Petrol,DCT,306,441,9.12,209,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,4,Yes,Yes,No,Yes,4,Yes,Yes,12,Yes,Yes,Yes,No,Yes,Sony,Yes,Yes,Yes,Yes,Yes,235/45 R18,227,719,82,3102,5266,1870,1646,2437,RWD
1656,Jaguar,XE,Luxury,2022,117.47,2400,Petrol Hybrid,AMT,450,553,9.71,206,9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,5,4,No,No,No,Yes,4,No,No,10,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,235/45 R18,183,546,68,2778,4964,1826,1599,2094,AWD
1657,Audi,A6,Luxury,2020,208.64,3700,Diesel,Automatic,328,429,14.36,259,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,4,Yes,Yes,No,No,2,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,225/45 R18,197,807,51,2761,5275,1821,1585,1853,AWD
1658,Jaguar,F-Pace,Luxury,2022,114.31,1700,Petrol,DCT,281,355,11.64,270,9,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,5,5,No,No,No,Yes,4,Yes,No,11.9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,265/50 R19,159,885,83,2770,5197,1862,1596,2099,4WD
1659,BMW,X1,Luxury,2019,166.69,3400,Petrol Hybrid,AMT,295,433,9.69,208,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,Yes,Yes,Yes,Yes,2,Yes,Yes,12.3,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,245/45 R18,193,394,91,3153,4511,1991,1658,1961,4WD
1660,Lexus,NX,Luxury,2019,230.58,1600,Diesel,DCT,366,553,15.66,218,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,No,Yes,Yes,Yes,4,Yes,Yes,10.1,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,255/45 R20,103,641,91,3044,5114,1923,1715,1769,AWD
1661,Jaguar,XE,Luxury,2024,222.43,1500,Diesel,CVT,320,374,16.39,256,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,4,Yes,Yes,No,No,2,Yes,Yes,14.8,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,No,No,235/45 R18,200,597,80,3061,4734,1806,1595,1522,AWD
1662,BMW,5 Series,Luxury,2020,91.1,3800,Petrol Hybrid,Automatic,250,439,15.97,250,9,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,5,5,No,No,No,No,2,No,No,10,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,255/45 R20,134,855,51,2766,4588,1954,1534,2262,RWD
1663,BMW,3 Series,Luxury,2023,190.33,2500,Petrol,DCT,356,392,9.86,230,12,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,5,No,Yes,No,No,2,Yes,Yes,10.1,Yes,Yes,No,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,235/45 R18,127,597,84,2849,5154,1852,1491,1630,RWD
1664,Bentley,Flying Spur,Luxury,2020,224.45,2200,Petrol Hybrid,DCT,284,440,10.89,221,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,Yes,Yes,Yes,Yes,2,Yes,Yes,10.1,Yes,Yes,Yes,No,Yes,Mark Levinson,Yes,Yes,Yes,No,No,245/45 R18,161,871,68,2854,4636,1926,1505,1507,AWD
1665,Mercedes-Benz,GLC,Luxury,2021,169.33,1900,Petrol Hybrid,AMT,399,442,15.36,262,10,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,4,Yes,Yes,Yes,No,2,No,Yes,12,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,265/50 R19,220,696,60,3195,5026,1894,1503,2227,RWD
1666,Maserati,Ghibli,Luxury,2022,61.69,3300,Petrol,DCT,363,446,16.86,201,12,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,5,4,No,Yes,No,Yes,4,No,No,14.8,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,255/45 R20,108,572,58,3176,4523,1932,1617,1515,RWD
1667,Porsche,Cayenne,Luxury,2021,192.8,3800,Diesel,CVT,294,436,13.17,221,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,Yes,Yes,4,Yes,Yes,10.1,Yes,Yes,No,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,235/45 R18,186,732,55,3199,4891,1833,1616,1787,4WD
1668,Lexus,ES,Luxury,2021,135.63,3400,Diesel,AMT,372,640,13.79,233,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,5,5,No,No,No,Yes,2,Yes,No,14.8,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,225/45 R18,137,579,59,3184,4765,1972,1640,1906,4WD
1669,Porsche,Cayenne,Luxury,2024,229.64,1500,Petrol,AMT,318,557,17.69,236,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,5,4,Yes,No,Yes,No,2,Yes,Yes,14.8,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,255/45 R20,210,834,83,3135,4546,1854,1717,2094,AWD
1670,Jaguar,XE,Luxury,2021,130.3,2900,Petrol,Automatic,353,460,16.89,250,9,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,5,5,No,No,No,Yes,4,Yes,No,10.1,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,235/45 R18,142,774,83,2756,4639,1906,1413,1844,4WD
1671,Maserati,Ghibli,Luxury,2023,86.66,2400,Petrol,CVT,336,400,14.99,280,9,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,5,Yes,No,No,Yes,2,No,No,10,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,245/45 R18,187,500,66,2812,4713,1855,1657,2455,RWD
1672,Audi,Q5,Luxury,2019,51.89,3800,Petrol,CVT,276,477,13.88,204,10,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,4,4,No,No,No,Yes,2,No,No,12,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,255/45 R20,127,884,91,2723,4640,1999,1447,1819,RWD
1673,Mercedes-Benz,C-Class,Luxury,2020,99.34,2900,Petrol Hybrid,AMT,286,508,17.81,219,12,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,4,5,No,No,No,No,4,No,Yes,10,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,265/50 R19,225,505,80,2967,5234,1906,1473,1853,4WD
1674,Audi,Q7,Luxury,2024,217.56,2600,Petrol,AMT,361,534,11.99,249,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,No,Yes,Yes,Yes,4,Yes,Yes,10,Yes,Yes,Yes,No,Yes,JBL,Yes,Yes,Yes,Yes,Yes,255/45 R20,159,739,68,2797,4520,1859,1504,2472,RWD
1675,BMW,7 Series,Luxury,2024,69.69,3000,Petrol Hybrid,AMT,299,494,11.2,261,12,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,5,4,No,No,No,Yes,4,No,Yes,12,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,No,No,245/45 R18,223,830,77,3131,5132,1966,1424,1797,RWD
1676,Audi,Q7,Luxury,2023,195.6,2700,Petrol,Automatic,296,357,12.14,244,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Yes,No,No,4,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,265/50 R19,111,669,63,2973,5110,1822,1407,1510,AWD
1677,Mercedes-Benz,E-Class,Luxury,2019,40.56,3400,Diesel,DCT,272,366,12.62,251,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,4,No,No,No,Yes,2,No,Yes,12.3,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,265/50 R19,171,853,89,2798,5028,1933,1708,1725,4WD
1678,Audi,Q7,Luxury,2021,229.86,3400,Petrol,DCT,334,515,8.14,254,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,5,5,Yes,Yes,Yes,No,4,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,235/45 R18,111,799,89,2905,4768,1997,1605,2008,AWD
1679,Jaguar,XE,Luxury,2024,201.84,2900,Diesel,CVT,407,582,9.9,201,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,No,No,2,Yes,No,14.8,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,No,Yes,235/45 R18,119,685,91,2728,4663,1852,1665,2053,RWD
1680,BMW,7 Series,Luxury,2021,218.6,1700,Petrol,DCT,266,294,11.6,268,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,4,No,Yes,Yes,Yes,4,Yes,Yes,12.3,Yes,Yes,Yes,Yes,No,Meridian,Yes,Yes,Yes,Yes,Yes,255/45 R20,190,616,91,3117,4774,1838,1513,2190,4WD
1681,Volvo,XC40,Luxury,2023,79.93,3600,Petrol,Automatic,316,505,11.28,274,9,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,5,4,No,No,No,No,4,No,No,11.9,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,235/45 R18,139,792,87,2870,4545,1949,1493,2395,4WD
1682,Maserati,Ghibli,Luxury,2024,145.26,1800,Petrol Hybrid,AMT,378,558,13.53,244,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,5,Yes,Yes,Yes,No,4,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,245/45 R18,213,593,88,3133,4625,1955,1630,1773,RWD
1683,Porsche,Macan,Luxury,2022,41.57,2600,Petrol,Automatic,311,486,9.57,247,12,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,5,5,No,No,No,Yes,2,No,No,14.8,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,225/45 R18,124,733,91,2793,4883,1923,1482,1979,AWD
1684,Land Rover,Range Rover Evoque,Luxury,2023,206.42,1700,Petrol,Automatic,335,496,13.34,202,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5,5,Yes,Yes,Yes,No,2,Yes,Yes,10,Yes,Yes,No,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,No,235/45 R18,151,638,50,3110,4498,1906,1522,2495,4WD
